1;Temps;Deplacements;Forces
;(s);(mm);(kN)
"";"6.9000";"0.6901";"4.6600"
"";"7.0000";"0.6999";"4.9606"
"";"7.1000";"0.7101";"5.2650"
"";"7.2000";"0.7202";"5.5688"
"";"7.3000";"0.7298";"5.8763"
"";"7.4000";"0.7399";"6.1924"
"";"7.5000";"0.7501";"6.5165"
"";"7.6000";"0.7600";"6.8437"
"";"7.7000";"0.7700";"7.1758"
"";"7.8000";"0.7801";"7.5010"
"";"7.9000";"0.7900";"7.8380"
"";"8.0000";"0.7999";"8.1822"
"";"8.1000";"0.8102";"8.5291"
"";"8.2000";"0.8200";"8.8710"
"";"8.3000";"0.8298";"9.2219"
"";"8.4000";"0.8401";"9.5750"
"";"8.5000";"0.8501";"9.9256"
"";"8.6000";"0.8599";"10.2848"
"";"8.7000";"0.8700";"10.6424"
"";"8.8000";"0.8801";"11.0085"
"";"8.9000";"0.8899";"11.3811"
"";"9.0000";"0.9001";"11.7494"
"";"9.1000";"0.9099";"12.1023"
"";"9.2000";"0.9198";"12.4743"
"";"9.3000";"0.9300";"12.8512"
"";"9.4000";"0.9402";"13.2262"
"";"9.5000";"0.9500";"13.6045"
"";"9.6000";"0.9600";"13.9766"
"";"9.7000";"0.9701";"14.3493"
"";"9.8000";"0.9799";"14.7312"
"";"9.9000";"0.9899";"15.1147"
"";"10.0000";"1.0001";"15.4905"
"";"10.1000";"1.0099";"15.8734"
"";"10.2000";"1.0200";"16.2625"
"";"10.3000";"1.0301";"16.6363"
"";"10.4000";"1.0399";"17.0193"
"";"10.5000";"1.0498";"17.4011"
"";"10.6000";"1.0601";"17.7944"
"";"10.7000";"1.0701";"18.1840"
"";"10.8000";"1.0799";"18.5717"
"";"10.9000";"1.0901";"18.9478"
"";"11.0000";"1.0999";"19.3291"
"";"11.1000";"1.1098";"19.7224"
"";"11.2000";"1.1201";"20.1184"
"";"11.3000";"1.1301";"20.5049"
"";"11.4000";"1.1398";"20.8883"
"";"11.5000";"1.1501";"21.2808"
"";"11.6000";"1.1601";"21.6611"
"";"11.7000";"1.1698";"22.0502"
"";"11.8000";"1.1799";"22.4352"
"";"11.9000";"1.1901";"22.8248"
"";"12.0000";"1.2001";"23.2213"
"";"12.1000";"1.2101";"23.6127"
"";"12.2000";"1.2201";"23.9866"
"";"12.3000";"1.2297";"24.3691"
"";"12.4000";"1.2398";"24.7603"
"";"12.5000";"1.2502";"25.1554"
"";"12.6000";"1.2601";"25.5393"
"";"12.7000";"1.2699";"25.9187"
"";"12.8000";"1.2800";"26.2886"
"";"12.9000";"1.2900";"26.6821"
"";"13.0000";"1.2999";"27.0691"
"";"13.1000";"1.3101";"27.4473"
"";"13.2000";"1.3199";"27.8212"
"";"13.3000";"1.3298";"28.2017"
"";"13.4000";"1.3401";"28.5772"
"";"13.5000";"1.3501";"28.9477"
"";"13.6000";"1.3597";"29.3141"
"";"13.7000";"1.3699";"29.6964"
"";"13.8000";"1.3802";"30.0748"
"";"13.9000";"1.3901";"30.4494"
"";"14.0000";"1.4000";"30.8088"
"";"14.1000";"1.4099";"31.1614"
"";"14.2000";"1.4197";"31.5317"
"";"14.3000";"1.4300";"31.9020"
"";"14.4000";"1.4403";"32.2629"
"";"14.5000";"1.4501";"32.6170"
"";"14.6000";"1.4600";"32.9715"
"";"14.7000";"1.4702";"33.3133"
"";"14.8000";"1.4799";"33.6487"
"";"14.9000";"1.4898";"33.9561"
"";"15.0000";"1.5001";"34.2835"
"";"15.1000";"1.5101";"34.6086"
"";"15.2000";"1.5201";"34.9342"
"";"15.3000";"1.5302";"35.2421"
"";"15.4000";"1.5399";"35.5622"
"";"15.5000";"1.5497";"35.8773"
"";"15.6000";"1.5602";"36.1988"
"";"15.7000";"1.5702";"36.4963"
"";"15.8000";"1.5799";"36.7872"
"";"15.9000";"1.5901";"37.0771"
"";"16.0000";"1.6001";"37.3620"
"";"16.1000";"1.6099";"37.6531"
"";"16.2000";"1.6200";"37.9371"
"";"16.3000";"1.6302";"38.1978"
"";"16.4000";"1.6400";"38.4598"
"";"16.5000";"1.6503";"38.7227"
"";"16.6000";"1.6602";"38.9118"
"";"16.7000";"1.6698";"39.1315"
"";"16.8000";"1.6799";"39.3560"
"";"16.9000";"1.6903";"39.5827"
"";"17.0000";"1.7002";"39.7972"
"";"17.1000";"1.7101";"39.9999"
"";"17.2000";"1.7202";"40.1860"
"";"17.3000";"1.7298";"40.3749"
"";"17.4000";"1.7399";"40.5663"
"";"17.5000";"1.7503";"40.7408"
"";"17.6000";"1.7602";"40.8940"
"";"17.7000";"1.7701";"41.0438"
"";"17.8000";"1.7802";"41.1756"
"";"17.9000";"1.7901";"41.3107"
"";"18.0000";"1.7997";"41.4308"
"";"18.1000";"1.8101";"41.5484"
"";"18.2000";"1.8203";"41.6480"
"";"18.3000";"1.8303";"41.7451"
"";"18.4000";"1.8403";"41.8170"
"";"18.5000";"1.8502";"41.8800"
"";"18.6000";"1.8598";"41.9495"
"";"18.7000";"1.8701";"42.0148"
"";"18.8000";"1.8804";"42.0607"
"";"18.9000";"1.8901";"42.0860"
"";"19.0000";"1.9001";"42.1094"
"";"19.1000";"1.9102";"42.1214"
"";"19.2000";"1.9201";"42.1418"
"";"19.3000";"1.9301";"42.1619"
"";"19.4000";"1.9403";"42.1572"
"";"19.5000";"1.9503";"42.1548"
"";"19.6000";"1.9603";"42.1536"
"";"19.7000";"1.9704";"42.1230"
"";"19.8000";"1.9799";"42.0899"
"";"19.9000";"1.9898";"42.0657"
"";"20.0000";"2.0004";"42.0406"
"";"20.1000";"2.0104";"42.0061"
"";"20.2000";"2.0203";"41.9643"
"";"20.3000";"2.0303";"41.9031"
"";"20.4000";"2.0400";"41.8537"
"";"20.5000";"2.0499";"41.8166"
"";"20.6000";"2.0604";"41.7711"
"";"20.7000";"2.0703";"41.7031"
"";"20.8000";"2.0801";"41.6478"
"";"20.9000";"2.0903";"41.5908"
"";"21.0000";"2.1004";"41.5413"
"";"21.1000";"2.1100";"41.4894"
"";"21.2000";"2.1200";"41.4369"
"";"21.3000";"2.1303";"41.3873"
"";"21.4000";"2.1402";"41.3456"
"";"21.5000";"2.1504";"41.3013"
"";"21.6000";"2.1603";"41.2202"
"";"21.7000";"2.1698";"41.1670"
"";"21.8000";"2.1801";"41.1235"
"";"21.9000";"2.1906";"41.0734"
"";"22.0000";"2.2002";"41.0068"
"";"22.1000";"2.2101";"40.9412"
"";"22.2000";"2.2203";"40.8706"
"";"22.3000";"2.2301";"40.8104"
"";"22.4000";"2.2401";"40.7536"
"";"22.5000";"2.2503";"40.6815"
"";"22.6000";"2.2603";"40.6121"
"";"22.7000";"2.2703";"40.5514"
"";"22.8000";"2.2804";"40.4755"
"";"22.9000";"2.2901";"40.3979"
"";"23.0000";"2.2998";"40.3281"
"";"23.1000";"2.3103";"40.2645"
"";"23.2000";"2.3204";"40.1942"
"";"23.3000";"2.3303";"40.1257"
"";"23.4000";"2.3403";"40.0374"
"";"23.5000";"2.3502";"39.9599"
"";"23.6000";"2.3601";"39.8976"
"";"23.7000";"2.3703";"39.8354"
"";"23.8000";"2.3804";"39.7503"
"";"23.9000";"2.3901";"39.6738"
"";"24.0000";"2.4003";"39.6096"
"";"24.1000";"2.4104";"39.5314"
"";"24.2000";"2.4201";"39.4662"
"";"24.3000";"2.4300";"39.4001"
"";"24.4000";"2.4403";"39.3407"
"";"24.5000";"2.4504";"39.2883"
"";"24.6000";"2.4604";"39.2349"
"";"24.7000";"2.4703";"39.1511"
"";"24.8000";"2.4798";"39.0865"
"";"24.9000";"2.4899";"39.0398"
"";"25.0000";"2.5004";"38.9917"
"";"25.1000";"2.5104";"38.9328"
"";"25.2000";"2.5203";"38.8678"
"";"25.3000";"2.5302";"38.7937"
"";"25.4000";"2.5403";"38.7463"
"";"25.5000";"2.5501";"38.6913"
"";"25.6000";"2.5603";"38.6283"
"";"25.7000";"2.5702";"38.5586"
"";"25.8000";"2.5801";"38.5004"
"";"25.9000";"2.5903";"38.4284"
"";"26.0000";"2.6004";"38.3671"
"";"26.1000";"2.6099";"38.2961"
"";"26.2000";"2.6201";"38.2392"
"";"26.3000";"2.6305";"38.1803"
"";"26.4000";"2.6403";"38.1143"
"";"26.5000";"2.6503";"38.0427"
"";"26.6000";"2.6603";"37.9570"
"";"26.7000";"2.6699";"37.8905"
"";"26.8000";"2.6802";"37.8287"
"";"26.9000";"2.6905";"37.7607"
"";"27.0000";"2.7003";"37.6779"
"";"27.1000";"2.7101";"37.6022"
"";"27.2000";"2.7204";"37.5249"
"";"27.3000";"2.7301";"37.4506"
"";"27.4000";"2.7399";"37.3774"
"";"27.5000";"2.7504";"37.3044"
"";"27.6000";"2.7604";"37.2298"
"";"27.7000";"2.7704";"37.1510"
"";"27.8000";"2.7803";"37.0555"
"";"27.9000";"2.7901";"36.9641"
"";"28.0000";"2.7999";"36.8812"
"";"28.1000";"2.8104";"36.7963"
"";"28.2000";"2.8204";"36.6893"
"";"28.3000";"2.8301";"36.5749"
"";"28.4000";"2.8403";"36.4530"
"";"28.5000";"2.8504";"36.3351"
"";"28.6000";"2.8602";"36.2068"
"";"28.7000";"2.8702";"36.0732"
"";"28.8000";"2.8803";"35.9144"
"";"28.9000";"2.8902";"35.6412"
"";"29.0000";"2.9004";"35.3124"
"";"29.1000";"2.9105";"34.9580"
"";"29.2000";"2.9201";"34.6132"
"";"29.3000";"2.9301";"34.3004"
"";"29.4000";"2.9406";"34.0099"
"";"29.5000";"2.9506";"33.7296"
"";"29.6000";"2.9603";"33.4550"
"";"29.7000";"2.9704";"33.1802"
"";"29.8000";"2.9801";"32.9408"
"";"29.9000";"2.9901";"32.7251"
"";"30.0000";"3.0004";"32.5111"
"";"30.1000";"3.0103";"32.3021"
"";"30.2000";"3.0203";"32.1187"
"";"30.3000";"3.0304";"31.9355"
"";"30.4000";"3.0404";"31.7776"
"";"30.5000";"3.0500";"31.6203"
"";"30.6000";"3.0603";"31.4702"
"";"30.7000";"3.0704";"31.3270"
"";"30.8000";"3.0802";"31.1920"
"";"30.9000";"3.0903";"31.0486"
"";"31.0000";"3.1003";"30.9076"
"";"31.1000";"3.1100";"30.7846"
"";"31.2000";"3.1203";"30.6769"
"";"31.3000";"3.1306";"30.5531"
"";"31.4000";"3.1401";"30.4230"
"";"31.5000";"3.1502";"30.2980"
"";"31.6000";"3.1604";"30.1654"
"";"31.7000";"3.1702";"30.0486"
"";"31.8000";"3.1801";"29.9331"
"";"31.9000";"3.1904";"29.8135"
"";"32.0000";"3.2003";"29.7061"
"";"32.1000";"3.2103";"29.5947"
"";"32.2000";"3.2205";"29.4738"
"";"32.3000";"3.2299";"29.3525"
"";"32.4000";"3.2399";"29.2466"
"";"32.5000";"3.2504";"29.1425"
"";"32.6000";"3.2605";"29.0381"
"";"32.7000";"3.2702";"28.9361"
"";"32.8000";"3.2802";"28.8201"
"";"32.9000";"3.2902";"28.7304"
"";"33.0000";"3.3001";"28.6334"
"";"33.1000";"3.3104";"28.5276"
"";"33.2000";"3.3203";"28.4145"
"";"33.3000";"3.3300";"28.3222"
"";"33.4000";"3.3404";"28.2311"
"";"33.5000";"3.3504";"28.1424"
"";"33.6000";"3.3600";"28.0525"
"";"33.7000";"3.3701";"27.9503"
"";"33.8000";"3.3804";"27.8320"
"";"33.9000";"3.3902";"27.7071"
"";"34.0000";"3.4004";"27.5942"
"";"34.1000";"3.4102";"27.4619"
"";"34.2000";"3.4199";"27.3506"
"";"34.3000";"3.4302";"27.2588"
"";"34.4000";"3.4406";"27.1622"
"";"34.5000";"3.4502";"27.0570"
"";"34.6000";"3.4601";"26.9589"
"";"34.7000";"3.4704";"26.8552"
"";"34.8000";"3.4801";"26.7456"
"";"34.9000";"3.4901";"26.6444"
"";"35.0000";"3.5003";"26.5376"
"";"35.1000";"3.5103";"26.4335"
"";"35.2000";"3.5204";"26.3397"
"";"35.3000";"3.5304";"26.2307"
"";"35.4000";"3.5402";"26.1273"
"";"35.5000";"3.5499";"26.0307"
"";"35.6000";"3.5603";"25.9304"
"";"35.7000";"3.5704";"25.8318"
"";"35.8000";"3.5802";"25.7373"
"";"35.9000";"3.5903";"25.6311"
"";"36.0000";"3.6003";"25.5411"
"";"36.1000";"3.6101";"25.4602"
"";"36.2000";"3.6203";"25.3817"
"";"36.3000";"3.6303";"25.2977"
"";"36.3020";"3.6305";"25.2958"
3;Temps;Deplacements;Forces
;(s);(mm);(kN)
"";"0.0000";"0.0000";"-0.0001"
"";"0.1000";"0.0064";"0.0001"
"";"0.2000";"0.0193";"0.0001"
"";"0.3000";"0.0298";"0.0003"
"";"0.4000";"0.0402";"0.0005"
"";"0.5000";"0.0502";"0.0005"
"";"0.6000";"0.0601";"0.0007"
"";"0.7000";"0.0703";"0.0008"
"";"0.8000";"0.0803";"0.0011"
"";"0.9000";"0.0901";"0.0017"
"";"1.0000";"0.1003";"0.0030"
"";"1.1000";"0.1103";"0.0042"
"";"1.2000";"0.1200";"0.0061"
"";"1.3000";"0.1302";"0.0086"
"";"1.4000";"0.1404";"0.0108"
"";"1.5000";"0.1502";"0.0137"
"";"1.6000";"0.1603";"0.0176"
"";"1.7000";"0.1703";"0.0218"
"";"1.8000";"0.1801";"0.0254"
"";"1.9000";"0.1901";"0.0285"
"";"2.0000";"0.2004";"0.0308"
"";"2.1000";"0.2102";"0.0330"
"";"2.2000";"0.2201";"0.0347"
"";"2.3000";"0.2303";"0.0358"
"";"2.4000";"0.2402";"0.0364"
"";"2.5000";"0.2502";"0.0366"
"";"2.6000";"0.2604";"0.0367"
"";"2.7000";"0.2702";"0.0367"
"";"2.8000";"0.2801";"0.0368"
"";"2.9000";"0.2903";"0.0369"
"";"3.0000";"0.3003";"0.0379"
"";"3.1000";"0.3101";"0.0411"
"";"3.2000";"0.3203";"0.0460"
"";"3.3000";"0.3303";"0.0506"
"";"3.4000";"0.3401";"0.0562"
"";"3.5000";"0.3503";"0.0626"
"";"3.6000";"0.3602";"0.0697"
"";"3.7000";"0.3701";"0.0792"
"";"3.8000";"0.3802";"0.0899"
"";"3.9000";"0.3904";"0.1014"
"";"4.0000";"0.4001";"0.1150"
"";"4.1000";"0.4102";"0.1311"
"";"4.2000";"0.4204";"0.1483"
"";"4.3000";"0.4301";"0.1680"
"";"4.4000";"0.4401";"0.1910"
"";"4.5000";"0.4503";"0.2176"
"";"4.6000";"0.4602";"0.2483"
"";"4.7000";"0.4702";"0.2827"
"";"4.8000";"0.4804";"0.3192"
"";"4.9000";"0.4901";"0.3607"
"";"5.0000";"0.5001";"0.4080"
"";"5.1000";"0.5104";"0.4606"
"";"5.2000";"0.5202";"0.5192"
"";"5.3000";"0.5300";"0.5866"
"";"5.4000";"0.5403";"0.6618"
"";"5.5000";"0.5502";"0.7448"
"";"5.6000";"0.5601";"0.8398"
"";"5.7000";"0.5703";"0.9447"
"";"5.8000";"0.5802";"1.0581"
"";"5.9000";"0.5901";"1.1877"
"";"6.0000";"0.6002";"1.3247"
"";"6.1000";"0.6103";"1.4669"
"";"6.2000";"0.6199";"1.6222"
"";"6.3000";"0.6301";"1.7899"
"";"6.4000";"0.6403";"1.9690"
"";"6.5000";"0.6501";"2.1596"
"";"6.6000";"0.6601";"2.3570"
"";"6.7000";"0.6702";"2.5605"
"";"6.8000";"0.6800";"2.7811"
"";"6.9000";"0.6900";"3.0104"
"";"7.0000";"0.7003";"3.2510"
"";"7.1000";"0.7100";"3.5001"
"";"7.2000";"0.7201";"3.7583"
"";"7.3000";"0.7303";"4.0218"
"";"7.4000";"0.7401";"4.2957"
"";"7.5000";"0.7499";"4.5752"
"";"7.6000";"0.7602";"4.8634"
"";"7.7000";"0.7700";"5.1597"
"";"7.8000";"0.7799";"5.4656"
"";"7.9000";"0.7902";"5.7692"
"";"8.0000";"0.8001";"6.0725"
"";"8.1000";"0.8099";"6.3900"
"";"8.2000";"0.8201";"6.7129"
"";"8.3000";"0.8301";"7.0423"
"";"8.4000";"0.8399";"7.3745"
"";"8.5000";"0.8501";"7.7051"
"";"8.6000";"0.8601";"8.0377"
"";"8.7000";"0.8698";"8.3817"
"";"8.8000";"0.8801";"8.7269"
"";"8.9000";"0.8901";"9.0745"
"";"9.0000";"0.9000";"9.4300"
"";"9.1000";"0.9101";"9.7862"
"";"9.2000";"0.9202";"10.1376"
"";"9.3000";"0.9298";"10.4921"
"";"9.4000";"0.9399";"10.8537"
"";"9.5000";"0.9502";"11.2199"
"";"9.6000";"0.9600";"11.5899"
"";"9.7000";"0.9701";"11.9606"
"";"9.8000";"0.9801";"12.3162"
"";"9.9000";"0.9899";"12.6891"
"";"10.0000";"0.9999";"13.0670"
"";"10.1000";"1.0103";"13.4454"
"";"10.2000";"1.0199";"13.8156"
"";"10.3000";"1.0298";"14.1961"
"";"10.4000";"1.0402";"14.5747"
"";"10.5000";"1.0501";"14.9513"
"";"10.6000";"1.0599";"15.3338"
"";"10.7000";"1.0700";"15.7161"
"";"10.8000";"1.0801";"16.1032"
"";"10.9000";"1.0899";"16.4972"
"";"11.0000";"1.1002";"16.8857"
"";"11.1000";"1.1100";"17.2549"
"";"11.2000";"1.1198";"17.6441"
"";"11.3000";"1.1300";"18.0386"
"";"11.4000";"1.1402";"18.4333"
"";"11.5000";"1.1500";"18.8250"
"";"11.6000";"1.1601";"19.2142"
"";"11.7000";"1.1701";"19.5946"
"";"11.8000";"1.1799";"19.9913"
"";"11.9000";"1.1899";"20.3869"
"";"12.0000";"1.2001";"20.7738"
"";"12.1000";"1.2099";"21.1677"
"";"12.2000";"1.2201";"21.5635"
"";"12.3000";"1.2303";"21.9495"
"";"12.4000";"1.2399";"22.3408"
"";"12.5000";"1.2498";"22.7303"
"";"12.6000";"1.2601";"23.1283"
"";"12.7000";"1.2701";"23.5218"
"";"12.8000";"1.2799";"23.9124"
"";"12.9000";"1.2901";"24.2926"
"";"13.0000";"1.2999";"24.6743"
"";"13.1000";"1.3099";"25.0699"
"";"13.2000";"1.3202";"25.4648"
"";"13.3000";"1.3301";"25.8491"
"";"13.4000";"1.3398";"26.2271"
"";"13.5000";"1.3501";"26.6164"
"";"13.6000";"1.3601";"26.9913"
"";"13.7000";"1.3698";"27.3751"
"";"13.8000";"1.3799";"27.7519"
"";"13.9000";"1.3902";"28.1348"
"";"14.0000";"1.4001";"28.5209"
"";"14.1000";"1.4102";"28.8986"
"";"14.2000";"1.4201";"29.2550"
"";"14.3000";"1.4297";"29.6226"
"";"14.4000";"1.4398";"30.0022"
"";"14.5000";"1.4504";"30.3820"
"";"14.6000";"1.4601";"30.7460"
"";"14.7000";"1.4701";"31.0991"
"";"14.8000";"1.4801";"31.4452"
"";"14.9000";"1.4899";"31.8148"
"";"15.0000";"1.4999";"32.1828"
"";"15.1000";"1.5101";"32.5402"
"";"15.2000";"1.5200";"32.8925"
"";"15.3000";"1.5299";"33.2461"
"";"15.4000";"1.5402";"33.5960"
"";"15.5000";"1.5502";"33.9372"
"";"15.6000";"1.5598";"34.2645"
"";"15.7000";"1.5701";"34.5952"
"";"15.8000";"1.5803";"34.9316"
"";"15.9000";"1.5901";"35.2587"
"";"16.0000";"1.6001";"35.5785"
"";"16.1000";"1.6099";"35.8736"
"";"16.2000";"1.6197";"36.1871"
"";"16.3000";"1.6300";"36.5020"
"";"16.4000";"1.6403";"36.8075"
"";"16.5000";"1.6501";"37.0979"
"";"16.6000";"1.6601";"37.3933"
"";"16.7000";"1.6702";"37.6761"
"";"16.8000";"1.6799";"37.9621"
"";"16.9000";"1.6898";"38.2439"
"";"17.0000";"1.7002";"38.5176"
"";"17.1000";"1.7102";"38.7881"
"";"17.2000";"1.7203";"39.0494"
"";"17.3000";"1.7303";"39.2850"
"";"17.4000";"1.7400";"39.5321"
"";"17.5000";"1.7498";"39.7778"
"";"17.6000";"1.7602";"40.0163"
"";"17.7000";"1.7702";"40.2148"
"";"17.8000";"1.7800";"40.3880"
"";"17.9000";"1.7903";"40.5427"
"";"18.0000";"1.8003";"40.6919"
"";"18.1000";"1.8100";"40.8411"
"";"18.2000";"1.8201";"40.9809"
"";"18.3000";"1.8302";"41.1117"
"";"18.4000";"1.8400";"41.2402"
"";"18.5000";"1.8504";"41.3727"
"";"18.6000";"1.8603";"41.4675"
"";"18.7000";"1.8699";"41.5678"
"";"18.8000";"1.8801";"41.6730"
"";"18.9000";"1.8904";"41.7680"
"";"19.0000";"1.9003";"41.8481"
"";"19.1000";"1.9102";"41.9165"
"";"19.2000";"1.9202";"41.9646"
"";"19.3000";"1.9298";"42.0289"
"";"19.4000";"1.9400";"42.0931"
"";"19.5000";"1.9504";"42.1388"
"";"19.6000";"1.9603";"42.1793"
"";"19.7000";"1.9703";"42.2148"
"";"19.8000";"1.9804";"42.2393"
"";"19.9000";"1.9903";"42.2645"
"";"20.0000";"1.9998";"42.2806"
"";"20.1000";"2.0103";"42.3007"
"";"20.2000";"2.0203";"42.3055"
"";"20.3000";"2.0303";"42.3116"
"";"20.4000";"2.0404";"42.2977"
"";"20.5000";"2.0502";"42.2810"
"";"20.6000";"2.0599";"42.2775"
"";"20.7000";"2.0702";"42.2805"
"";"20.8000";"2.0805";"42.2662"
"";"20.9000";"2.0901";"42.2388"
"";"21.0000";"2.1003";"42.2139"
"";"21.1000";"2.1102";"42.1710"
"";"21.2000";"2.1201";"42.1483"
"";"21.3000";"2.1302";"42.1206"
"";"21.4000";"2.1404";"42.0692"
"";"21.5000";"2.1503";"42.0239"
"";"21.6000";"2.1604";"41.9823"
"";"21.7000";"2.1704";"41.9131"
"";"21.8000";"2.1798";"41.8571"
"";"21.9000";"2.1898";"41.8113"
"";"22.0000";"2.2004";"41.7729"
"";"22.1000";"2.2104";"41.7283"
"";"22.2000";"2.2205";"41.6812"
"";"22.3000";"2.2303";"41.6114"
"";"22.4000";"2.2400";"41.5609"
"";"22.5000";"2.2499";"41.5304"
"";"22.6000";"2.2604";"41.4905"
"";"22.7000";"2.2702";"41.4270"
"";"22.8000";"2.2801";"41.3823"
"";"22.9000";"2.2903";"41.3293"
"";"23.0000";"2.3004";"41.2885"
"";"23.1000";"2.3100";"41.2430"
"";"23.2000";"2.3201";"41.1973"
"";"23.3000";"2.3303";"41.1510"
"";"23.4000";"2.3402";"41.1102"
"";"23.5000";"2.3504";"41.0713"
"";"23.6000";"2.3602";"40.9954"
"";"23.7000";"2.3698";"40.9475"
"";"23.8000";"2.3801";"40.9126"
"";"23.9000";"2.3906";"40.8753"
"";"24.0000";"2.4003";"40.8299"
"";"24.1000";"2.4102";"40.7822"
"";"24.2000";"2.4204";"40.7264"
"";"24.3000";"2.4300";"40.6856"
"";"24.4000";"2.4401";"40.6511"
"";"24.5000";"2.4503";"40.5988"
"";"24.6000";"2.4603";"40.5608"
"";"24.7000";"2.4704";"40.5284"
"";"24.8000";"2.4805";"40.4787"
"";"24.9000";"2.4900";"40.4293"
"";"25.0000";"2.4998";"40.3892"
"";"25.1000";"2.5103";"40.3509"
"";"25.2000";"2.5204";"40.3044"
"";"25.3000";"2.5303";"40.2574"
"";"25.4000";"2.5403";"40.1862"
"";"25.5000";"2.5502";"40.1353"
"";"25.6000";"2.5601";"40.0980"
"";"25.7000";"2.5703";"40.0583"
"";"25.8000";"2.5803";"39.9975"
"";"25.9000";"2.5901";"39.9427"
"";"26.0000";"2.6003";"39.8950"
"";"26.1000";"2.6104";"39.8319"
"";"26.2000";"2.6201";"39.7761"
"";"26.3000";"2.6301";"39.7189"
"";"26.4000";"2.6403";"39.6646"
"";"26.5000";"2.6504";"39.6263"
"";"26.6000";"2.6604";"39.5784"
"";"26.7000";"2.6703";"39.5039"
"";"26.8000";"2.6798";"39.4462"
"";"26.9000";"2.6900";"39.4048"
"";"27.0000";"2.7004";"39.3570"
"";"27.1000";"2.7104";"39.3019"
"";"27.2000";"2.7203";"39.2365"
"";"27.3000";"2.7303";"39.1688"
"";"27.4000";"2.7402";"39.1263"
"";"27.5000";"2.7501";"39.0807"
"";"27.6000";"2.7604";"39.0262"
"";"27.7000";"2.7702";"38.9575"
"";"27.8000";"2.7802";"38.9025"
"";"27.9000";"2.7905";"38.8394"
"";"28.0000";"2.8004";"38.7763"
"";"28.1000";"2.8099";"38.7094"
"";"28.2000";"2.8201";"38.6559"
"";"28.3000";"2.8304";"38.6000"
"";"28.4000";"2.8403";"38.5419"
"";"28.5000";"2.8503";"38.4769"
"";"28.6000";"2.8602";"38.3935"
"";"28.7000";"2.8699";"38.3396"
"";"28.8000";"2.8803";"38.2853"
"";"28.9000";"2.8904";"38.2184"
"";"29.0000";"2.9002";"38.1453"
"";"29.1000";"2.9103";"38.0866"
"";"29.2000";"2.9204";"38.0133"
"";"29.3000";"2.9302";"37.9527"
"";"29.4000";"2.9400";"37.8891"
"";"29.5000";"2.9504";"37.8271"
"";"29.6000";"2.9604";"37.7698"
"";"29.7000";"2.9705";"37.7129"
"";"29.8000";"2.9803";"37.6313"
"";"29.9000";"2.9900";"37.5677"
"";"30.0000";"2.9999";"37.5164"
"";"30.1000";"3.0104";"37.4664"
"";"30.2000";"3.0204";"37.3941"
"";"30.3000";"3.0301";"37.3214"
"";"30.4000";"3.0403";"37.2470"
"";"30.5000";"3.0504";"37.1820"
"";"30.6000";"3.0602";"37.1181"
"";"30.7000";"3.0702";"37.0500"
"";"30.8000";"3.0802";"36.9844"
"";"30.9000";"3.0902";"36.9267"
"";"31.0000";"3.1004";"36.8716"
"";"31.1000";"3.1104";"36.7956"
"";"31.2000";"3.1199";"36.7248"
"";"31.3000";"3.1301";"36.6686"
"";"31.4000";"3.1405";"36.6126"
"";"31.5000";"3.1504";"36.5490"
"";"31.6000";"3.1603";"36.4786"
"";"31.7000";"3.1703";"36.3949"
"";"31.8000";"3.1800";"36.3324"
"";"31.9000";"3.1901";"36.2789"
"";"32.0000";"3.2004";"36.2102"
"";"32.1000";"3.2103";"36.1369"
"";"32.2000";"3.2203";"36.0707"
"";"32.3000";"3.2304";"35.9952"
"";"32.4000";"3.2403";"35.9284"
"";"32.5000";"3.2499";"35.8595"
"";"32.6000";"3.2603";"35.7955"
"";"32.7000";"3.2703";"35.7283"
"";"32.8000";"3.2803";"35.6617"
"";"32.9000";"3.2904";"35.5846"
"";"33.0000";"3.3003";"35.5089"
"";"33.1000";"3.3100";"35.4453"
"";"33.2000";"3.3204";"35.3915"
"";"33.3000";"3.3305";"35.3215"
"";"33.4000";"3.3401";"35.2403"
"";"33.5000";"3.3503";"35.1716"
"";"33.6000";"3.3604";"35.0862"
"";"33.7000";"3.3701";"35.0131"
"";"33.8000";"3.3803";"34.9478"
"";"33.9000";"3.3904";"34.8660"
"";"34.0000";"3.4002";"34.7940"
"";"34.1000";"3.4104";"34.7264"
"";"34.2000";"3.4205";"34.6416"
"";"34.3000";"3.4299";"34.5535"
"";"34.4000";"3.4399";"34.4855"
"";"34.5000";"3.4504";"34.4183"
"";"34.6000";"3.4605";"34.3439"
"";"34.7000";"3.4703";"34.2620"
"";"34.8000";"3.4804";"34.1553"
"";"34.9000";"3.4901";"34.0678"
"";"35.0000";"3.5001";"33.9910"
"";"35.1000";"3.5104";"33.9129"
"";"35.2000";"3.5202";"33.8165"
"";"35.3000";"3.5301";"33.7386"
"";"35.4000";"3.5404";"33.6605"
"";"35.5000";"3.5504";"33.5790"
"";"35.6000";"3.5600";"33.4981"
"";"35.7000";"3.5702";"33.4244"
"";"35.8000";"3.5803";"33.3474"
"";"35.9000";"3.5902";"33.2765"
"";"36.0000";"3.6004";"33.2044"
"";"36.1000";"3.6103";"33.1095"
"";"36.2000";"3.6199";"33.0373"
"";"36.3000";"3.6302";"32.9714"
"";"36.4000";"3.6406";"32.8997"
"";"36.5000";"3.6502";"32.8176"
"";"36.6000";"3.6602";"32.7332"
